State/territory,SA2 Code,SA2 Name,Age group,Participated,Invited,Particpation (%),Year
NSW,125041490,North Rocks,50–74,912,2108,43.26910555,2020–2021                
NSW,125041491,Northmead,50–74,1210,3236,37.38341497,2020–2021                
NSW,125041492,Parramatta - Rosehill,50–74,1421,5475,25.95726881,2020–2021                
NSW,125041493,Toongabbie - Constitution Hill,50–74,1975,5164,38.24314261,2020–2021                
NSW,125041494,Winston Hills,50–74,1174,2630,44.63823035,2020–2021                
NSW,125041588,Pendle Hill - Girraween,50–74,850,2469,34.44297883,2020–2021                
NSW,125041589,Wentworthville - Westmead,50–74,1173,3671,31.94249967,2020–2021                
NSW,126011495,Epping - North Epping,50–74,3198,7423,43.08109761,2020–2021                
NSW,126011496,Pennant Hills - Cheltenham,50–74,2668,5897,45.24629718,2020–2021                
NSW,126021497,Eastwood - Denistone,50–74,2947,6944,42.44364752,2020–2021                
NSW,126021498,Gladesville - Huntleys Point,50–74,1653,3853,42.90163509,2020–2021                
NSW,126021499,Hunters Hill - Woolwich,50–74,1140,2541,44.8642318,2020–2021                
NSW,126021500,Macquarie Park - Marsfield,50–74,1620,4098,39.52424522,2020–2021                
NSW,126021501,North Ryde - East Ryde,50–74,1502,3521,42.6676293,2020–2021                
NSW,126021503,West Ryde - Meadowbank,50–74,1791,4451,40.22989826,2020–2021                
NSW,126021590,Putney,50–74,522,1120,46.61872333,2020–2021                
NSW,126021591,Ryde,50–74,2553,6584,38.76869908,2020–2021                
NSW,127011504,Ashcroft - Busby - Miller,50–74,1201,4315,27.82721811,2020–2021                
NSW,127011505,Austral - Greendale,50–74,757,2222,34.09447197,2020–2021                
NSW,127011506,Cobbitty - Leppington,50–74,2337,6295,37.13074369,2020–2021                
NSW,127011592,Badgerys Creek,50–74,n.p.,n.p.,n.p.,2020–2021                
NSW,127011593,Cecil Hills,50–74,782,1974,39.62105675,2020–2021                
NSW,127011594,Green Valley,50–74,1374,3489,39.36534078,2020–2021                
NSW,127011595,Hinchinbrook,50–74,1269,3324,38.1598417,2020–2021                
NSW,127011596,Hoxton Park - Carnes Hill - Horningsea Park,50–74,966,2796,34.56197335,2020–2021                
NSW,127011597,West Hoxton - Middleton Grange,50–74,1114,3247,34.32609678,2020–2021                
NSW,127021509,Bonnyrigg Heights - Bonnyrigg,50–74,1936,4879,39.68026235,2020–2021                
NSW,127021510,Bossley Park - Abbotsbury,50–74,2225,5700,39.03128632,2020–2021                
NSW,127021511,Cabramatta - Lansvale,50–74,2893,7373,39.23809753,2020–2021                
NSW,127021512,Cabramatta West - Mount Pritchard,50–74,1775,4649,38.17210803,2020–2021                
NSW,127021513,Canley Vale - Canley Heights,50–74,2569,5993,42.86818296,2020–2021                
NSW,127021514,Edensor Park,50–74,1222,3048,40.10539847,2020–2021                
NSW,127021515,Fairfield,50–74,1896,5651,33.55012283,2020–2021                
NSW,127021516,Fairfield - West,50–74,2077,5628,36.90264781,2020–2021                
NSW,127021517,Greenfield Park - Prairiewood,50–74,965,2622,36.81594725,2020–2021                
NSW,127021518,Horsley Park - Kemps Creek,50–74,502,1309,38.34990722,2020–2021                
NSW,127021519,Smithfield - Wetherill Park,50–74,1855,5126,36.18720439,2020–2021                
NSW,127021520,St Johns Park - Wakeley,50–74,1432,3308,43.27304518,2020–2021                
NSW,127021521,Wetherill Park Industrial,50–74,88,291,30.24088276,2020–2021                
NSW,127031522,Casula,50–74,1334,4010,33.26931065,2020–2021                
NSW,127031523,Chipping Norton - Moorebank,50–74,1778,4777,37.22954286,2020–2021                
NSW,127031524,Holsworthy - Wattle Grove,50–74,1714,4436,38.64675075,2020–2021                
NSW,127031598,Liverpool,50–74,2067,6823,30.29695815,2020–2021                
NSW,127031599,Lurnea - Cartwright,50–74,913,3017,30.25193936,2020–2021                
NSW,127031600,Prestons - Edmondson Park,50–74,1564,4686,33.3780739,2020–2021                
NSW,127031601,Warwick Farm,50–74,349,1270,27.51039682,2020–2021                
NSW,128011529,Gymea - Grays Point,50–74,1976,4475,44.16107126,2020–2021                
NSW,128011530,Miranda - Yowie Bay,50–74,1832,4501,40.701594,2020–2021                
NSW,128011531,Sylvania - Taren Point,50–74,1668,4232,39.42256686,2020–2021                
NSW,128011602,Caringbah,50–74,1200,3150,38.10032555,2020–2021                
NSW,128011603,Caringbah South,50–74,1422,3048,46.65861547,2020–2021                
NSW,128011604,Cronulla - Kurnell - Bundeena,50–74,2889,6640,43.51180458,2020–2021                
NSW,128011605,Lilli Pilli - Port Hacking - Dolans Bay,50–74,420,859,48.86780633,2020–2021                
NSW,128011606,Woolaware - Burraneer,50–74,1037,2172,47.73547303,2020–2021                
NSW,128021533,Heathcote - Waterfall,50–74,645,1501,42.97680264,2020–2021                
NSW,128021534,Illawong - Alfords Point,50–74,1329,3016,44.06969496,2020–2021                
NSW,128021535,Menai - Lucas Heights - Woronora,50–74,2526,5755,43.89068472,2020–2021                
NSW,128021536,Oyster Bay - Como - Jannali,50–74,2479,5416,45.78345345,2020–2021                
NSW,128021537,Royal National Park,50–74,n.p.,n.p.,n.p.,2020–2021                
NSW,128021538,Sutherland - Kirrawee,50–74,1989,4874,40.79661888,2020–2021                
NSW,128021607,Engadine,50–74,1726,3862,44.67559218,2020–2021                
NSW,128021608,Loftus - Yarrawarrah,50–74,870,1769,49.1510237,2020–2021                
NSW,128021609,Woronora Heights,50–74,496,1046,47.45067935,2020–2021                
Vic,201011001,Alfredton,50–74,1903,3692,51.54575866,2020–2021                
Vic,201011002,Ballarat,50–74,1880,3630,51.80105251,2020–2021                
Vic,201011003,Ballarat - North,50–74,2792,5735,48.67929007,2020–2021                
Vic,201011004,Ballarat - South,50–74,2589,5812,44.5482684,2020–2021                
Vic,201011005,Buninyong,50–74,1124,2101,53.51612533,2020–2021                
Vic,201011006,Delacombe,50–74,952,2091,45.52785881,2020–2021                
Vic,201011007,Smythes Creek,50–74,578,1211,47.72249008,2020–2021                
Vic,201011008,Wendouree - Miners Rest,50–74,1579,3663,43.09203783,2020–2021                
Vic,201021009,Bacchus Marsh Region,50–74,894,2016,44.34418794,2020–2021                
Vic,201021010,Creswick - Clunes,50–74,1190,2544,46.77726946,2020–2021                
Vic,201021011,Daylesford,50–74,1463,3245,45.08266123,2020–2021                
Vic,201021012,Gordon (Vic.),50–74,757,1667,45.41102533,2020–2021                
Vic,201031013,Avoca,50–74,546,1211,45.08061228,2020–2021                
Vic,201031014,Beaufort,50–74,657,1409,46.63348109,2020–2021                
Vic,201031015,Golden Plains - North,50–74,662,1479,44.73386275,2020–2021                
Vic,201031016,Maryborough (Vic.),50–74,1048,2530,41.42603392,2020–2021                
Vic,201031017,Maryborough Region,50–74,857,1976,43.3667189,2020–2021                
Vic,202011018,Bendigo,50–74,2108,4620,45.63486456,2020–2021                
Vic,202011019,California Gully - Eaglehawk,50–74,1500,3463,43.3136493,2020–2021                
Vic,202011020,East Bendigo - Kennington,50–74,1749,3394,51.54191572,2020–2021                
Vic,202011021,Flora Hill - Spring Gully,50–74,1078,2093,51.49942585,2020–2021                
Vic,202011022,Kangaroo Flat - Golden Square,50–74,2515,5376,46.78199405,2020–2021                
Vic,202011023,Maiden Gully,50–74,627,1174,53.43043519,2020–2021                
Vic,202011024,Strathfieldsaye,50–74,1154,2100,54.950278,2020–2021                
Vic,202011025,White Hills - Ascot,50–74,2122,4185,50.70250281,2020–2021                
Vic,202021026,Bendigo Region - South,50–74,763,1475,51.71134632,2020–2021                
Vic,202021027,Castlemaine,50–74,1970,3882,50.75140782,2020–2021                
Vic,202021028,Castlemaine Region,50–74,1453,2923,49.70157334,2020–2021                
Vic,202021029,Heathcote,50–74,635,1603,39.61760162,2020–2021                
Vic,202021030,Kyneton,50–74,1383,3085,44.8323288,2020–2021                
Vic,202021031,Woodend,50–74,1206,2368,50.92376018,2020–2021                
Vic,202031032,Bendigo Region - North,50–74,504,1151,43.79018203,2020–2021                
Vic,202031033,Loddon,50–74,981,2289,42.86059555,2020–2021                
Vic,203011034,Bannockburn,50–74,780,1576,49.49901137,2020–2021                
Vic,203011035,Golden Plains - South,50–74,972,2100,46.28218838,2020–2021                
Vic,203011036,Winchelsea,50–74,832,1824,45.6296761,2020–2021                
Vic,203021037,Belmont,50–74,1386,3134,44.23625503,2020–2021                
Vic,203021038,Corio - Norlane,50–74,2541,7071,35.93181189,2020–2021                
Vic,203021039,Geelong,50–74,2024,4279,47.30379838,2020–2021                
Vic,203021040,Geelong West - Hamlyn Heights,50–74,2250,4794,46.94342282,2020–2021                
Vic,203021041,Grovedale,50–74,2930,5904,49.62161277,2020–2021                
Vic,203021042,Highton,50–74,3141,5947,52.81963085,2020–2021                
Vic,203021043,Lara,50–74,2199,4737,46.4233487,2020–2021                
Vic,203021044,Leopold,50–74,1503,3132,47.98825888,2020–2021                
Vic,203021045,Newcomb - Moolap,50–74,1845,4383,42.08642535,2020–2021                
Vic,203021046,Newtown (Vic.),50–74,1217,2421,50.25564818,2020–2021                
Vic,203021047,North Geelong - Bell Park,50–74,1754,4086,42.91646776,2020–2021                
Vic,203031048,Clifton Springs,50–74,2301,4546,50.62092397,2020–2021                
Vic,203031049,Lorne - Anglesea,50–74,972,1809,53.73010137,2020–2021                
Vic,203031050,Ocean Grove - Barwon Heads,50–74,3814,6985,54.59990361,2020–2021                
Vic,203031051,Portarlington,50–74,1729,3233,53.47974018,2020–2021                
Vic,203031052,Point Lonsdale - Queenscliff,50–74,953,1607,59.30376367,2020–2021                
Vic,203031053,Torquay,50–74,2936,5520,53.18699347,2020–2021                
Vic,204011054,Alexandra,50–74,1115,2288,48.73251748,2020–2021                
Vic,204011055,Euroa,50–74,1038,2277,45.58645207,2020–2021                
Vic,204011056,Kilmore - Broadford,50–74,1762,4148,42.47989922,2020–2021                
Vic,204011057,Mansfield (Vic.),50–74,1591,3116,51.05908028,2020–2021                
Vic,204011058,Nagambie,50–74,610,1331,45.83020286,2020–2021                
Vic,204011059,Seymour,50–74,924,2152,42.92808738,2020–2021                
Vic,204011060,Seymour Region,50–74,368,861,42.76002165,2020–2021                
Vic,204011061,Upper Yarra Valley,50–74,n.p.,n.p.,n.p.,2020–2021                
Vic,204011062,Yea,50–74,534,1222,43.69844614,2020–2021                
Vic,204021063,Benalla,50–74,1630,3364,48.45422117,2020–2021                
Vic,204021064,Benalla Region,50–74,583,1272,45.83338114,2020–2021                
Vic,204021065,Rutherglen,50–74,653,1285,50.81502533,2020–2021                
Vic,204021066,Wangaratta,50–74,2664,5438,48.98864858,2020–2021                
Vic,204021067,Wangaratta Region,50–74,1504,2901,51.8445288,2020–2021                
Vic,204031068,Beechworth,50–74,818,1646,49.69585664,2020–2021                
Vic,204031069,Bright - Mount Beauty,50–74,1436,2796,51.3661628,2020–2021                
Vic,204031070,Chiltern - Indigo Valley,50–74,466,990,47.07299911,2020–2021                
Vic,204031071,Myrtleford,50–74,794,1577,50.34876348,2020–2021                
Vic,204031072,Towong,50–74,922,2034,45.34049184,2020–2021                
Vic,204031073,West Wodonga,50–74,1678,3592,46.70348669,2020–2021                
Vic,204031074,Wodonga,50–74,3055,6699,45.60812782,2020–2021                
Vic,204031075,Yackandandah,50–74,813,1475,55.08038454,2020–2021                
Vic,205011076,Drouin,50–74,2056,4627,44.43098492,2020–2021                
Vic,205011077,Mount Baw Baw Region,50–74,855,1757,48.68856825,2020–2021                
Vic,205011078,Trafalgar (Vic.),50–74,1046,2181,47.95883107,2020–2021                
Vic,205011079,Warragul,50–74,2699,5583,48.3437725,2020–2021                
Vic,205021080,Alps - East,50–74,n.p.,n.p.,n.p.,2020–2021                
Vic,205021081,Bairnsdale,50–74,2434,4898,49.68783335,2020–2021                
Vic,205021082,Bruthen - Omeo,50–74,1114,2289,48.6556711,2020–2021                
Vic,205021084,Lakes Entrance,50–74,2100,3908,53.73538472,2020–2021                
Vic,205021085,Orbost,50–74,1247,2648,47.09305905,2020–2021                
Vic,205021086,Paynesville,50–74,1329,2500,53.15713871,2020–2021                
Vic,205031087,Foster,50–74,1552,3095,50.14603444,2020–2021                
Vic,205031088,French Island,50–74,n.p.,n.p.,n.p.,2020–2021                
Vic,205031089,Korumburra,50–74,1356,2901,46.74250259,2020–2021                
Vic,205031090,Leongatha,50–74,1669,3365,49.5999496,2020–2021                
Vic,205031091,Phillip Island,50–74,2016,3954,50.98634294,2020–2021                
Vic,205031092,Wilsons Promontory,50–74,n.p.,n.p.,n.p.,2020–2021                
Vic,205031093,Wonthaggi - Inverloch,50–74,4030,8147,49.46593153,2020–2021                
Vic,205041094,Churchill,50–74,1599,3460,46.21191326,2020–2021                
Vic,205041095,Moe - Newborough,50–74,2241,5077,44.13635315,2020–2021                
